delta,alpha,objective,time,car
349,3.212537375384507,0.3060358579190145,1782.2503502272486,0 days 00:03:02.067928000,199
350,7.883040729508848,1.0,19710.505600665965,0 days 00:11:53.167002000,39
351,2.4203978873590355,0.032257420458710634,,0 days 00:02:59.271766000,39
352,6.1727327271330035,1.0,7574.151895462999,0 days 00:11:04.750301000,11
353,5.062242067661241,0.31938620910719034,1133.0813845530395,0 days 00:02:38.465727000,11
354,3.977608079904543,1.0,30741.61333942471,0 days 00:11:06.556112000,10
355,2.6088242714429475,0.2963853944501207,3036.5049263517712,0 days 00:02:38.984887000,10
356,5.874624766239824,1.0,15268.74738155501,0 days 00:12:49.141961000,198
357,5.110916102825472,0.3094675117621521,1173.5364572844414,0 days 00:03:02.515441000,198
358,7.2099358365567126,1.0,11636.85009477475,0 days 00:12:01.387339000,38
359,6.381729460785196,0.2932335345732609,2230.187476693151,0 days 00:03:02.524150000,38
360,3.2483465473969093,1.0,14190.594210387117,0 days 00:12:00.962284000,173
361,6.1450363242979575,0.05104732596691738,,0 days 00:03:01.596832000,173
362,4.3992519605790985,1.0,15687.833123891774,0 days 00:11:56.310451000,167
363,6.028317960064896,0.3039885010482295,2559.919990900711,0 days 00:03:01.808737000,167
364,7.531553428290797,1.0,14537.815219776852,0 days 00:11:07.053657000,163
365,7.839361991746154,0.2977909613596081,2081.246910177447,0 days 00:02:31.122882000,163
366,7.752541602064277,1.0,9961.337495258527,0 days 00:12:22.499928000,177
367,2.539276704992946,0.2926935528323587,3553.271412437904,0 days 00:03:05.056863000,177
368,2.376270981536869,1.0,,0 days 00:11:04.808953000,14
369,4.7462335212843,0.3118950124458409,1115.1985583959495,0 days 00:02:39.321028000,14
370,6.394838383423287,1.0,12717.392199277368,0 days 00:12:07.194871000,188
371,6.170845387944388,0.32469185855737304,2530.0348047025477,0 days 00:02:52.755228000,188
372,5.8619174937480185,1.0,33259.374161591586,0 days 00:14:00.475580000,28
373,3.4702909456528674,0.31901500196269816,1015.1391608929454,0 days 00:03:38.828658000,28
374,2.391159604363435,1.0,23196.521128210992,0 days 00:11:48.246867000,189
375,5.204578447193995,0.3020989417677908,2673.2367410308248,0 days 00:02:47.505783000,189
376,2.64763225982706,1.0,,0 days 00:14:12.732697000,29
377,6.650648462889174,0.34222800736527004,653.8246533384955,0 days 00:03:39.519821000,29
378,2.3304548326389516,1.0,,0 days 00:11:04.035436000,15
379,4.42649413488525,0.34014256986905583,702.3560152620324,0 days 00:02:38.829226000,15
380,5.529774996246909,1.0,10903.889072320157,0 days 00:11:56.207560000,176
381,4.263277605252462,0.313486182746026,1979.8990644425962,0 days 00:03:01.383062000,176
382,3.0422113809327076,1.0,17495.21650564663,0 days 00:12:16.719239000,162
383,4.339071581092548,0.3130556667943605,2091.7691931702943,0 days 00:03:15.503935000,162
384,2.751493094138171,1.0,15515.907825912229,0 days 00:12:54.923795000,200
385,5.391777100639641,0.1186772297968709,,0 days 00:03:01.786704000,200
386,5.601973734863988,1.0,9549.37519171774,0 days 00:12:00.453782000,174
387,3.724118404607453,0.3267453619879821,3292.4419874334694,0 days 00:03:03.095836000,174
388,4.5880299191527225,1.0,12231.879072761245,0 days 00:13:14.177353000,160
389,2.47347044277256,0.3028450236973105,2123.2542760350048,0 days 00:02:53.237138000,160
390,7.8289101883263745,1.0,16903.47396680146,0 days 00:14:22.025018000,148
391,2.8246743300307893,0.2867014448556821,2435.2363193009805,0 days 00:03:40.856167000,148
392,2.44780483281912,1.0,,0 days 00:11:04.806732000,17
393,4.2932248173689285,0.2943999713311269,1211.5577691482354,0 days 00:02:39.131330000,17
394,2.6027130130942746,1.0,15409.803814870813,0 days 00:11:09.360058000,16
395,2.895918493666107,0.3116410704273763,1352.2927753794106,0 days 00:02:39.736846000,16
396,7.387491838621732,1.0,13259.407815553192,0 days 00:14:02.138988000,149
397,5.604291806476203,0.3120764924573213,1632.4235562883666,0 days 00:03:37.957869000,149
398,2.6592046177853685,1.0,65782.25007507786,0 days 00:13:15.806062000,161
399,7.665263604411447,0.2946688165867936,1340.740170121758,0 days 00:02:53.874004000,161
400,7.473081537721293,1.0,16813.940793768576,0 days 00:12:06.974511000,175
401,5.554176013621868,0.2891954229231388,2529.8873402034287,0 days 00:03:03.746014000,175
